log_id,ticket_id,status,status_datetime,agent_id
8180,TKT104089,resolved,2024-12-18 22:06:00,AGT083
8181,TKT104090,opened,2024-07-27 20:17:00,AGT014
8182,TKT104090,resolved,2024-07-27 21:05:00,AGT014
8183,TKT104091,opened,2024-07-31 20:42:00,AGT016
8184,TKT104091,resolved,2024-07-31 23:33:00,AGT016
8185,TKT104092,opened,2024-09-29 16:15:00,AGT041
8186,TKT104092,resolved,2024-09-29 16:29:00,AGT041
8187,TKT104093,opened,2024-04-02 06:04:00,AGT049
8188,TKT104093,resolved,2024-04-02 06:30:00,AGT049
8189,TKT104094,opened,2024-10-28 10:15:00,AGT052
8190,TKT104094,resolved,2024-10-28 12:58:00,AGT052
8191,TKT104095,opened,2024-04-15 09:45:00,AGT098
8192,TKT104095,resolved,2024-04-15 11:51:00,AGT098
8193,TKT104096,opened,2024-09-05 01:43:00,AGT100
8194,TKT104096,resolved,2024-09-05 02:30:00,AGT100
8195,TKT104097,opened,2024-01-27 17:38:00,AGT064
8196,TKT104097,resolved,2024-01-27 18:30:00,AGT064
8197,TKT104098,opened,2024-01-27 07:44:00,AGT091
8198,TKT104098,resolved,2024-01-27 08:36:00,AGT091
8199,TKT104099,opened,2024-07-12 22:24:00,AGT010
8200,TKT104099,resolved,2024-07-13 00:49:00,AGT010
8201,TKT104100,opened,2024-01-06 04:19:00,AGT036
8202,TKT104100,resolved,2024-01-06 04:37:00,AGT036
8203,TKT104101,opened,2024-02-01 20:25:00,AGT052
8204,TKT104101,resolved,2024-02-01 20:56:00,AGT052
8205,TKT104102,opened,2024-03-05 02:48:00,AGT003
8206,TKT104102,resolved,2024-03-05 05:16:00,AGT003
8207,TKT104103,opened,2024-05-23 08:08:00,AGT036
8208,TKT104103,resolved,2024-05-23 10:12:00,AGT036
8209,TKT104104,opened,2024-08-18 21:33:00,AGT060
8210,TKT104104,resolved,2024-08-18 23:42:00,AGT060
8211,TKT104105,opened,2024-07-05 22:13:00,AGT052
8212,TKT104105,resolved,2024-07-06 01:04:00,AGT052
8213,TKT104106,opened,2024-08-30 10:57:00,AGT045
8214,TKT104106,resolved,2024-08-30 11:30:00,AGT045
8215,TKT104107,opened,2024-02-03 12:08:00,AGT012
8216,TKT104107,resolved,2024-02-03 12:34:00,AGT012
8217,TKT104108,opened,2024-06-11 12:31:00,AGT063
8218,TKT104108,resolved,2024-06-11 14:19:00,AGT063
8219,TKT104109,opened,2024-01-28 03:16:00,AGT057
8220,TKT104109,resolved,2024-01-28 04:26:00,AGT057
8221,TKT104110,opened,2024-08-22 08:19:00,AGT023
8222,TKT104110,resolved,2024-08-22 09:53:00,AGT023
8223,TKT104111,opened,2024-08-24 17:40:00,AGT084
8224,TKT104111,resolved,2024-08-24 18:28:00,AGT084
8225,TKT104112,opened,2024-05-03 10:20:00,AGT064
8226,TKT104112,resolved,2024-05-03 12:07:00,AGT064
8227,TKT104113,opened,2024-07-22 05:09:00,AGT038
8228,TKT104113,resolved,2024-07-22 06:56:00,AGT038
8229,TKT104114,opened,2024-12-19 11:14:00,AGT091
8230,TKT104114,resolved,2024-12-19 12:05:00,AGT091
8231,TKT104115,opened,2024-07-10 05:08:00,AGT003
8232,TKT104115,resolved,2024-07-10 05:27:00,AGT003
8233,TKT104116,opened,2024-05-20 00:32:00,AGT098
8234,TKT104116,resolved,2024-05-20 00:50:00,AGT098
8235,TKT104117,opened,2024-04-11 09:19:00,AGT018
8236,TKT104117,resolved,2024-04-11 11:05:00,AGT018
8237,TKT104118,opened,2024-01-29 01:26:00,AGT096
8238,TKT104118,resolved,2024-01-29 03:58:00,AGT096
8239,TKT104119,opened,2024-05-22 23:21:00,AGT072
8240,TKT104119,resolved,2024-05-23 00:02:00,AGT072
8241,TKT104120,opened,2024-11-09 14:38:00,AGT029
8242,TKT104120,resolved,2024-11-09 16:56:00,AGT029
8243,TKT104121,opened,2024-02-09 12:05:00,AGT017
8244,TKT104121,resolved,2024-02-09 13:32:00,AGT017
8245,TKT104122,opened,2024-04-06 00:38:00,AGT051
8246,TKT104122,resolved,2024-04-06 01:23:00,AGT051
8247,TKT104123,opened,2024-01-24 12:34:00,AGT033
8248,TKT104123,resolved,2024-01-24 14:51:00,AGT033
8249,TKT104124,opened,2024-02-12 05:04:00,AGT065
8250,TKT104124,resolved,2024-02-12 07:39:00,AGT065
8251,TKT104125,opened,2024-09-10 03:24:00,AGT011
8252,TKT104125,resolved,2024-09-10 04:01:00,AGT011
8253,TKT104126,opened,2024-03-18 02:30:00,AGT020
8254,TKT104126,resolved,2024-03-18 03:33:00,AGT020
8255,TKT104127,opened,2024-02-26 20:18:00,AGT039
8256,TKT104127,resolved,2024-02-26 23:12:00,AGT039
8257,TKT104128,opened,2024-08-23 13:30:00,AGT090
8258,TKT104128,resolved,2024-08-23 13:48:00,AGT090
8259,TKT104129,opened,2024-01-29 03:27:00,AGT027
8260,TKT104129,resolved,2024-01-29 04:43:00,AGT027
8261,TKT104130,opened,2024-11-04 06:56:00,AGT005
8262,TKT104130,resolved,2024-11-04 09:51:00,AGT005
8263,TKT104131,opened,2024-08-04 10:38:00,AGT074
8264,TKT104131,resolved,2024-08-04 12:17:00,AGT074
8265,TKT104132,opened,2024-04-29 02:05:00,AGT009
8266,TKT104132,resolved,2024-04-29 04:02:00,AGT009
8267,TKT104133,opened,2024-12-20 19:27:00,AGT083
8268,TKT104133,resolved,2024-12-20 21:23:00,AGT083
8269,TKT104134,opened,2024-12-09 09:05:00,AGT039
8270,TKT104134,resolved,2024-12-09 09:27:00,AGT039
8271,TKT104135,opened,2024-08-12 05:15:00,AGT098
8272,TKT104135,resolved,2024-08-12 07:40:00,AGT098
8273,TKT104136,opened,2024-07-19 16:07:00,AGT095
8274,TKT104136,resolved,2024-07-19 18:29:00,AGT095
8275,TKT104137,opened,2024-02-10 03:12:00,AGT014
8276,TKT104137,resolved,2024-02-10 03:50:00,AGT014
8277,TKT104138,opened,2024-02-29 07:34:00,AGT033
8278,TKT104138,resolved,2024-02-29 08:03:00,AGT033
8279,TKT104139,opened,2024-03-07 03:51:00,AGT012
8280,TKT104139,resolved,2024-03-07 04:51:00,AGT012
8281,TKT104140,opened,2024-05-16 18:13:00,AGT098
8282,TKT104140,resolved,2024-05-16 20:14:00,AGT098
8283,TKT104141,opened,2024-04-01 00:38:00,AGT096
8284,TKT104141,resolved,2024-04-01 00:48:00,AGT096
8285,TKT104142,opened,2024-12-18 20:53:00,AGT063
8286,TKT104142,resolved,2024-12-18 21:46:00,AGT063
8287,TKT104143,opened,2024-05-18 03:09:00,AGT006
8288,TKT104143,resolved,2024-05-18 03:46:00,AGT006
8289,TKT104144,opened,2024-08-09 18:30:00,AGT065
8290,TKT104144,resolved,2024-08-09 21:12:00,AGT065
8291,TKT104145,opened,2024-04-30 09:33:00,AGT026
8292,TKT104145,resolved,2024-04-30 12:03:00,AGT026
8293,TKT104146,opened,2024-02-12 13:00:00,AGT069
8294,TKT104146,resolved,2024-02-12 15:30:00,AGT069
8295,TKT104147,opened,2024-12-25 01:08:00,AGT091
8296,TKT104147,resolved,2024-12-25 02:28:00,AGT091
8297,TKT104148,opened,2024-07-29 09:20:00,AGT039
8298,TKT104148,resolved,2024-07-29 09:55:00,AGT039
8299,TKT104149,opened,2024-07-02 09:16:00,AGT093
8300,TKT104149,resolved,2024-07-02 10:44:00,AGT093
8301,TKT104150,opened,2024-12-18 18:37:00,AGT057
8302,TKT104150,resolved,2024-12-18 20:52:00,AGT057
8303,TKT104151,opened,2024-09-19 23:23:00,AGT005
8304,TKT104151,resolved,2024-09-20 01:08:00,AGT005
8305,TKT104152,opened,2024-10-07 18:54:00,AGT026
8306,TKT104152,resolved,2024-10-07 19:17:00,AGT026
8307,TKT104153,opened,2024-12-21 13:38:00,AGT003
8308,TKT104153,resolved,2024-12-21 15:52:00,AGT003
8309,TKT104154,opened,2024-03-31 10:39:00,AGT067
8310,TKT104154,resolved,2024-03-31 10:54:00,AGT067
8311,TKT104155,opened,2024-07-11 09:13:00,AGT052
8312,TKT104155,resolved,2024-07-11 11:01:00,AGT052
8313,TKT104156,opened,2024-02-09 07:35:00,AGT015
8314,TKT104156,resolved,2024-02-09 09:59:00,AGT015
8315,TKT104157,opened,2024-09-04 10:06:00,AGT008
8316,TKT104157,resolved,2024-09-04 11:05:00,AGT008
8317,TKT104158,opened,2024-04-10 04:14:00,AGT062
8318,TKT104158,resolved,2024-04-10 06:06:00,AGT062
8319,TKT104159,opened,2024-02-11 16:57:00,AGT060
8320,TKT104159,resolved,2024-02-11 17:21:00,AGT060
8321,TKT104160,opened,2024-05-12 09:34:00,AGT094
8322,TKT104160,resolved,2024-05-12 11:31:00,AGT094
8323,TKT104161,opened,2024-07-07 22:02:00,AGT053
8324,TKT104161,resolved,2024-07-07 23:52:00,AGT053
8325,TKT104162,opened,2024-02-14 01:00:00,AGT081
8326,TKT104162,resolved,2024-02-14 03:07:00,AGT081
8327,TKT104163,opened,2024-11-03 01:22:00,AGT014
8328,TKT104163,resolved,2024-11-03 02:41:00,AGT014
8329,TKT104164,opened,2024-08-03 10:51:00,AGT097
8330,TKT104164,resolved,2024-08-03 13:04:00,AGT097
8331,TKT104165,opened,2024-04-09 22:50:00,AGT066
8332,TKT104165,resolved,2024-04-10 00:03:00,AGT066
8333,TKT104166,opened,2024-06-22 04:33:00,AGT055
8334,TKT104166,resolved,2024-06-22 06:17:00,AGT055
8335,TKT104167,opened,2024-11-06 22:06:00,AGT089
8336,TKT104167,resolved,2024-11-06 23:32:00,AGT089
8337,TKT104168,opened,2024-06-18 16:06:00,AGT048
8338,TKT104168,resolved,2024-06-18 19:06:00,AGT048
8339,TKT104169,opened,2024-09-25 03:31:00,AGT078
8340,TKT104169,resolved,2024-09-25 03:57:00,AGT078
8341,TKT104170,opened,2024-07-05 22:59:00,AGT070
8342,TKT104170,resolved,2024-07-05 23:22:00,AGT070
8343,TKT104171,opened,2024-11-09 12:06:00,AGT047
8344,TKT104171,resolved,2024-11-09 13:47:00,AGT047
8345,TKT104172,opened,2024-03-15 23:08:00,AGT065
8346,TKT104172,resolved,2024-03-16 00:55:00,AGT065
8347,TKT104173,opened,2024-07-30 14:40:00,AGT016
8348,TKT104173,resolved,2024-07-30 15:25:00,AGT016
8349,TKT104174,opened,2024-07-11 18:35:00,AGT071
8350,TKT104174,resolved,2024-07-11 20:37:00,AGT071
8351,TKT104175,opened,2024-03-09 09:37:00,AGT006
8352,TKT104175,resolved,2024-03-09 11:53:00,AGT006
8353,TKT104176,opened,2024-06-12 08:07:00,AGT060
8354,TKT104176,resolved,2024-06-12 08:56:00,AGT060
8355,TKT104177,opened,2024-09-05 21:16:00,AGT085
8356,TKT104177,resolved,2024-09-05 23:29:00,AGT085
8357,TKT104178,opened,2024-05-23 20:41:00,AGT096
8358,TKT104178,resolved,2024-05-23 21:30:00,AGT096
8359,TKT104179,opened,2024-11-21 04:08:00,AGT050
8360,TKT104179,resolved,2024-11-21 04:44:00,AGT050
8361,TKT104180,opened,2024-03-30 23:19:00,AGT054
8362,TKT104180,resolved,2024-03-31 01:42:00,AGT054
8363,TKT104181,opened,2024-04-07 16:24:00,AGT056
8364,TKT104181,resolved,2024-04-07 16:56:00,AGT056
8365,TKT104182,opened,2024-04-07 09:47:00,AGT047
8366,TKT104182,resolved,2024-04-07 10:16:00,AGT047
8367,TKT104183,opened,2024-02-08 18:04:00,AGT100
8368,TKT104183,resolved,2024-02-08 19:53:00,AGT100
8369,TKT104184,opened,2024-04-26 19:08:00,AGT041
8370,TKT104184,resolved,2024-04-26 21:27:00,AGT041
8371,TKT104185,opened,2024-01-21 09:15:00,AGT033
8372,TKT104185,resolved,2024-01-21 09:43:00,AGT033
8373,TKT104186,opened,2024-09-13 07:13:00,AGT068
8374,TKT104186,resolved,2024-09-13 09:00:00,AGT068
8375,TKT104187,opened,2024-05-08 00:19:00,AGT066
8376,TKT104187,resolved,2024-05-08 00:49:00,AGT066
8377,TKT104188,opened,2024-05-14 07:58:00,AGT079
8378,TKT104188,resolved,2024-05-14 10:32:00,AGT079
8379,TKT104189,opened,2024-12-14 08:28:00,AGT001
8380,TKT104189,resolved,2024-12-14 10:49:00,AGT001
8381,TKT104190,opened,2024-08-08 14:26:00,AGT011
8382,TKT104190,resolved,2024-08-08 16:17:00,AGT011
8383,TKT104191,opened,2024-02-23 01:05:00,AGT001
8384,TKT104191,resolved,2024-02-23 03:56:00,AGT001
8385,TKT104192,opened,2024-03-31 12:13:00,AGT069
8386,TKT104192,resolved,2024-03-31 13:34:00,AGT069
8387,TKT104193,opened,2024-09-14 03:21:00,AGT098
8388,TKT104193,resolved,2024-09-14 04:41:00,AGT098
8389,TKT104194,opened,2024-10-09 05:27:00,AGT069
8390,TKT104194,resolved,2024-10-09 06:10:00,AGT069
8391,TKT104195,opened,2024-02-01 11:11:00,AGT029
8392,TKT104195,resolved,2024-02-01 13:16:00,AGT029
8393,TKT104196,opened,2024-11-02 23:47:00,AGT079
8394,TKT104196,resolved,2024-11-03 01:44:00,AGT079
8395,TKT104197,opened,2024-06-14 17:08:00,AGT074
8396,TKT104197,resolved,2024-06-14 19:29:00,AGT074
8397,TKT104198,opened,2024-12-09 18:12:00,AGT078
8398,TKT104198,resolved,2024-12-09 19:29:00,AGT078
8399,TKT104199,opened,2024-09-05 05:05:00,AGT100
8400,TKT104199,resolved,2024-09-05 08:05:00,AGT100
8401,TKT104200,opened,2024-01-12 03:39:00,AGT014
8402,TKT104200,resolved,2024-01-12 06:05:00,AGT014
8403,TKT104201,opened,2024-05-06 08:43:00,AGT017
8404,TKT104201,resolved,2024-05-06 09:55:00,AGT017
8405,TKT104202,opened,2024-09-29 03:18:00,AGT062
8406,TKT104202,resolved,2024-09-29 04:22:00,AGT062
8407,TKT104203,opened,2024-05-11 05:17:00,AGT053
8408,TKT104203,resolved,2024-05-11 07:04:00,AGT053
8409,TKT104204,opened,2024-09-29 14:21:00,AGT060
8410,TKT104204,resolved,2024-09-29 15:54:00,AGT060
8411,TKT104205,opened,2024-06-18 19:27:00,AGT009
8412,TKT104205,resolved,2024-06-18 20:00:00,AGT009
8413,TKT104206,opened,2024-05-28 09:55:00,AGT065
8414,TKT104206,resolved,2024-05-28 11:14:00,AGT065
8415,TKT104207,opened,2024-03-09 08:12:00,AGT013
8416,TKT104207,resolved,2024-03-09 08:52:00,AGT013
8417,TKT104208,opened,2024-04-25 02:49:00,AGT077
8418,TKT104208,resolved,2024-04-25 05:22:00,AGT077
8419,TKT104209,opened,2024-04-02 07:21:00,AGT017
8420,TKT104209,resolved,2024-04-02 09:14:00,AGT017
8421,TKT104210,opened,2024-02-16 15:10:00,AGT056
8422,TKT104210,resolved,2024-02-16 17:01:00,AGT056
8423,TKT104211,opened,2024-09-30 17:06:00,AGT063
8424,TKT104211,resolved,2024-09-30 19:29:00,AGT063
8425,TKT104212,opened,2024-03-29 04:05:00,AGT078
8426,TKT104212,resolved,2024-03-29 06:40:00,AGT078
8427,TKT104213,opened,2024-11-12 17:03:00,AGT061
8428,TKT104213,resolved,2024-11-12 19:42:00,AGT061
8429,TKT104214,opened,2024-11-30 07:06:00,AGT041
8430,TKT104214,resolved,2024-11-30 08:22:00,AGT041
8431,TKT104215,opened,2024-11-22 03:05:00,AGT081
8432,TKT104215,resolved,2024-11-22 04:47:00,AGT081
8433,TKT104216,opened,2024-12-28 08:35:00,AGT057
8434,TKT104216,resolved,2024-12-28 09:21:00,AGT057
8435,TKT104217,opened,2024-02-27 15:58:00,AGT054
8436,TKT104217,resolved,2024-02-27 16:11:00,AGT054
8437,TKT104218,opened,2024-05-09 23:29:00,AGT051
8438,TKT104218,resolved,2024-05-09 23:53:00,AGT051
8439,TKT104219,opened,2024-09-24 02:46:00,AGT065
8440,TKT104219,resolved,2024-09-24 05:22:00,AGT065
8441,TKT104220,opened,2024-01-21 08:15:00,AGT006
8442,TKT104220,resolved,2024-01-21 08:36:00,AGT006
8443,TKT104221,opened,2024-05-20 22:57:00,AGT098
8444,TKT104221,resolved,2024-05-21 00:08:00,AGT098
8445,TKT104222,opened,2024-01-27 04:43:00,AGT085
8446,TKT104222,resolved,2024-01-27 07:37:00,AGT085
8447,TKT104223,opened,2024-05-14 21:17:00,AGT071
8448,TKT104223,resolved,2024-05-14 23:35:00,AGT071
8449,TKT104224,opened,2024-10-10 18:00:00,AGT090
8450,TKT104224,resolved,2024-10-10 18:41:00,AGT090
8451,TKT104225,opened,2024-04-14 16:23:00,AGT052
8452,TKT104225,resolved,2024-04-14 17:00:00,AGT052
8453,TKT104226,opened,2024-04-26 12:18:00,AGT068
8454,TKT104226,resolved,2024-04-26 13:26:00,AGT068
8455,TKT104227,opened,2024-04-03 09:56:00,AGT012
8456,TKT104227,resolved,2024-04-03 10:21:00,AGT012
8457,TKT104228,opened,2024-08-17 10:49:00,AGT041
8458,TKT104228,resolved,2024-08-17 11:14:00,AGT041
8459,TKT104229,opened,2024-12-10 14:52:00,AGT060
8460,TKT104229,resolved,2024-12-10 16:47:00,AGT060
8461,TKT104230,opened,2024-04-09 08:10:00,AGT053
8462,TKT104230,resolved,2024-04-09 08:43:00,AGT053
8463,TKT104231,opened,2024-07-27 09:48:00,AGT016
8464,TKT104231,resolved,2024-07-27 12:31:00,AGT016
8465,TKT104232,opened,2024-10-17 04:44:00,AGT056
8466,TKT104232,resolved,2024-10-17 04:58:00,AGT056
8467,TKT104233,opened,2024-06-14 22:37:00,AGT008
8468,TKT104233,resolved,2024-06-15 00:48:00,AGT008
8469,TKT104234,opened,2024-10-10 08:47:00,AGT048
8470,TKT104234,resolved,2024-10-10 11:27:00,AGT048
8471,TKT104235,opened,2024-07-26 16:59:00,AGT041
8472,TKT104235,resolved,2024-07-26 19:24:00,AGT041
8473,TKT104236,opened,2024-02-10 15:16:00,AGT022
8474,TKT104236,resolved,2024-02-10 18:00:00,AGT022
8475,TKT104237,opened,2024-05-16 17:33:00,AGT034
8476,TKT104237,resolved,2024-05-16 17:50:00,AGT034
8477,TKT104238,opened,2024-06-03 05:55:00,AGT051
8478,TKT104238,resolved,2024-06-03 06:27:00,AGT051
8479,TKT104239,opened,2024-11-14 01:04:00,AGT040
8480,TKT104239,resolved,2024-11-14 01:16:00,AGT040
8481,TKT104240,opened,2024-06-10 04:45:00,AGT070
8482,TKT104240,resolved,2024-06-10 06:17:00,AGT070
8483,TKT104241,opened,2024-11-20 11:04:00,AGT077
8484,TKT104241,resolved,2024-11-20 13:38:00,AGT077
8485,TKT104242,opened,2024-04-02 15:01:00,AGT035
8486,TKT104242,resolved,2024-04-02 15:20:00,AGT035
8487,TKT104243,opened,2024-05-17 02:15:00,AGT011
8488,TKT104243,resolved,2024-05-17 02:31:00,AGT011
8489,TKT104244,opened,2024-02-01 15:16:00,AGT017
8490,TKT104244,resolved,2024-02-01 16:49:00,AGT017
8491,TKT104245,opened,2024-02-28 17:00:00,AGT069
8492,TKT104245,resolved,2024-02-28 18:33:00,AGT069
8493,TKT104246,opened,2024-02-27 18:48:00,AGT018
8494,TKT104246,resolved,2024-02-27 20:49:00,AGT018
8495,TKT104247,opened,2024-04-10 12:14:00,AGT068
8496,TKT104247,resolved,2024-04-10 15:12:00,AGT068
8497,TKT104248,opened,2024-08-23 02:35:00,AGT093
8498,TKT104248,resolved,2024-08-23 03:59:00,AGT093
8499,TKT104249,opened,2024-01-25 09:07:00,AGT018
8500,TKT104249,resolved,2024-01-25 12:07:00,AGT018
8501,TKT104250,opened,2024-11-08 17:15:00,AGT093
8502,TKT104250,resolved,2024-11-08 18:05:00,AGT093
8503,TKT104251,opened,2024-09-07 20:07:00,AGT027
8504,TKT104251,resolved,2024-09-07 22:07:00,AGT027
8505,TKT104252,opened,2024-11-29 19:55:00,AGT012
8506,TKT104252,resolved,2024-11-29 21:51:00,AGT012
8507,TKT104253,opened,2024-12-01 18:56:00,AGT030
8508,TKT104253,resolved,2024-12-01 19:40:00,AGT030
8509,TKT104254,opened,2024-12-29 09:59:00,AGT048
8510,TKT104254,resolved,2024-12-29 10:28:00,AGT048
8511,TKT104255,opened,2024-02-21 09:59:00,AGT020
8512,TKT104255,resolved,2024-02-21 11:13:00,AGT020
8513,TKT104256,opened,2024-04-08 15:05:00,AGT053
8514,TKT104256,resolved,2024-04-08 16:36:00,AGT053
8515,TKT104257,opened,2024-10-10 23:40:00,AGT096
8516,TKT104257,resolved,2024-10-10 23:50:00,AGT096
8517,TKT104258,opened,2024-08-09 01:42:00,AGT096
8518,TKT104258,resolved,2024-08-09 02:31:00,AGT096
8519,TKT104259,opened,2024-10-28 04:27:00,AGT024
8520,TKT104259,resolved,2024-10-28 06:13:00,AGT024
8521,TKT104260,opened,2024-10-04 16:38:00,AGT092
8522,TKT104260,resolved,2024-10-04 18:36:00,AGT092
8523,TKT104261,opened,2024-01-14 13:03:00,AGT032
8524,TKT104261,resolved,2024-01-14 14:50:00,AGT032
8525,TKT104262,opened,2024-09-25 08:21:00,AGT091
8526,TKT104262,resolved,2024-09-25 08:44:00,AGT091
8527,TKT104263,opened,2024-01-27 12:14:00,AGT033
8528,TKT104263,resolved,2024-01-27 15:02:00,AGT033
8529,TKT104264,opened,2024-03-30 18:07:00,AGT046
8530,TKT104264,resolved,2024-03-30 19:37:00,AGT046
8531,TKT104265,opened,2024-06-10 14:39:00,AGT087
8532,TKT104265,resolved,2024-06-10 15:34:00,AGT087
8533,TKT104266,opened,2024-09-10 19:17:00,AGT025
8534,TKT104266,resolved,2024-09-10 22:14:00,AGT025
8535,TKT104267,opened,2024-04-16 01:40:00,AGT040
8536,TKT104267,resolved,2024-04-16 03:30:00,AGT040
8537,TKT104268,opened,2024-11-19 18:42:00,AGT077
8538,TKT104268,resolved,2024-11-19 20:44:00,AGT077
8539,TKT104269,opened,2024-07-31 15:58:00,AGT097
8540,TKT104269,resolved,2024-07-31 16:42:00,AGT097
8541,TKT104270,opened,2024-12-02 00:45:00,AGT027
8542,TKT104270,resolved,2024-12-02 02:20:00,AGT027
8543,TKT104271,opened,2024-07-22 03:23:00,AGT064
8544,TKT104271,resolved,2024-07-22 05:34:00,AGT064
8545,TKT104272,opened,2024-04-20 06:55:00,AGT003
8546,TKT104272,resolved,2024-04-20 09:25:00,AGT003
8547,TKT104273,opened,2024-06-03 20:27:00,AGT078
8548,TKT104273,resolved,2024-06-03 22:47:00,AGT078
8549,TKT104274,opened,2024-03-12 23:39:00,AGT028
8550,TKT104274,resolved,2024-03-13 01:29:00,AGT028
8551,TKT104275,opened,2024-06-30 14:03:00,AGT029
8552,TKT104275,resolved,2024-06-30 16:13:00,AGT029
8553,TKT104276,opened,2024-09-07 03:39:00,AGT096
8554,TKT104276,resolved,2024-09-07 04:01:00,AGT096
8555,TKT104277,opened,2024-06-13 13:55:00,AGT004
8556,TKT104277,resolved,2024-06-13 16:00:00,AGT004
8557,TKT104278,opened,2024-08-10 11:17:00,AGT059
8558,TKT104278,resolved,2024-08-10 13:36:00,AGT059
8559,TKT104279,opened,2024-09-03 20:44:00,AGT084
8560,TKT104279,resolved,2024-09-03 21:23:00,AGT084
8561,TKT104280,opened,2024-06-11 09:37:00,AGT048
8562,TKT104280,resolved,2024-06-11 10:40:00,AGT048
8563,TKT104281,opened,2024-07-10 12:29:00,AGT089
8564,TKT104281,resolved,2024-07-10 14:17:00,AGT089
8565,TKT104282,opened,2024-03-06 09:33:00,AGT081
8566,TKT104282,resolved,2024-03-06 11:06:00,AGT081
8567,TKT104283,opened,2024-12-01 16:21:00,AGT043
8568,TKT104283,resolved,2024-12-01 18:31:00,AGT043
8569,TKT104284,opened,2024-11-05 02:34:00,AGT065
8570,TKT104284,resolved,2024-11-05 03:03:00,AGT065
8571,TKT104285,opened,2024-01-12 06:58:00,AGT058
8572,TKT104285,resolved,2024-01-12 09:07:00,AGT058
8573,TKT104286,opened,2024-04-21 17:32:00,AGT056
8574,TKT104286,resolved,2024-04-21 18:48:00,AGT056
8575,TKT104287,opened,2024-05-25 07:03:00,AGT090
8576,TKT104287,resolved,2024-05-25 08:19:00,AGT090
8577,TKT104288,opened,2024-11-30 10:31:00,AGT058
8578,TKT104288,resolved,2024-11-30 10:41:00,AGT058
8579,TKT104289,opened,2024-09-26 19:38:00,AGT026
8580,TKT104289,resolved,2024-09-26 21:55:00,AGT026
8581,TKT104290,opened,2024-11-27 04:46:00,AGT042
8582,TKT104290,resolved,2024-11-27 06:22:00,AGT042
8583,TKT104291,opened,2024-03-25 09:13:00,AGT049
8584,TKT104291,resolved,2024-03-25 12:03:00,AGT049
8585,TKT104292,opened,2024-01-16 08:54:00,AGT082
8586,TKT104292,resolved,2024-01-16 10:17:00,AGT082
8587,TKT104293,opened,2024-08-28 13:22:00,AGT020
8588,TKT104293,resolved,2024-08-28 13:45:00,AGT020
8589,TKT104294,opened,2024-12-14 03:01:00,AGT009
8590,TKT104294,resolved,2024-12-14 03:59:00,AGT009
8591,TKT104295,opened,2024-11-29 20:30:00,AGT032
8592,TKT104295,resolved,2024-11-29 22:10:00,AGT032
8593,TKT104296,opened,2024-12-15 00:10:00,AGT098
8594,TKT104296,resolved,2024-12-15 02:47:00,AGT098
8595,TKT104297,opened,2024-06-03 15:09:00,AGT028
8596,TKT104297,resolved,2024-06-03 16:08:00,AGT028
8597,TKT104298,opened,2024-01-10 02:52:00,AGT058
8598,TKT104298,resolved,2024-01-10 03:33:00,AGT058
8599,TKT104299,opened,2024-08-31 16:20:00,AGT086
8600,TKT104299,resolved,2024-08-31 18:00:00,AGT086
8601,TKT104300,opened,2024-03-28 01:59:00,AGT085
8602,TKT104300,resolved,2024-03-28 03:18:00,AGT085
8603,TKT104301,opened,2024-05-06 06:00:00,AGT018
8604,TKT104301,resolved,2024-05-06 06:39:00,AGT018
8605,TKT104302,opened,2024-02-13 08:06:00,AGT083
8606,TKT104302,resolved,2024-02-13 08:47:00,AGT083
8607,TKT104303,opened,2024-02-06 16:08:00,AGT090
8608,TKT104303,resolved,2024-02-06 18:14:00,AGT090
8609,TKT104304,opened,2024-05-02 14:12:00,AGT076
8610,TKT104304,resolved,2024-05-02 14:33:00,AGT076
8611,TKT104305,opened,2024-06-09 12:59:00,AGT001
8612,TKT104305,resolved,2024-06-09 15:17:00,AGT001
8613,TKT104306,opened,2024-03-04 07:15:00,AGT006
8614,TKT104306,resolved,2024-03-04 09:43:00,AGT006
8615,TKT104307,opened,2024-04-15 14:28:00,AGT075
8616,TKT104307,resolved,2024-04-15 15:02:00,AGT075
8617,TKT104308,opened,2024-07-04 15:35:00,AGT036
8618,TKT104308,resolved,2024-07-04 17:03:00,AGT036
8619,TKT104309,opened,2024-01-08 03:15:00,AGT018
8620,TKT104309,resolved,2024-01-08 04:21:00,AGT018
8621,TKT104310,opened,2024-04-18 20:54:00,AGT083
8622,TKT104310,resolved,2024-04-18 21:54:00,AGT083
8623,TKT104311,opened,2024-10-17 17:01:00,AGT075
8624,TKT104311,resolved,2024-10-17 17:37:00,AGT075
8625,TKT104312,opened,2024-08-17 12:15:00,AGT005
8626,TKT104312,resolved,2024-08-17 13:07:00,AGT005
8627,TKT104313,opened,2024-11-14 19:47:00,AGT059
8628,TKT104313,resolved,2024-11-14 21:12:00,AGT059
8629,TKT104314,opened,2024-06-20 14:42:00,AGT090
8630,TKT104314,resolved,2024-06-20 15:18:00,AGT090
8631,TKT104315,opened,2024-09-15 06:36:00,AGT063
8632,TKT104315,resolved,2024-09-15 07:58:00,AGT063
8633,TKT104316,opened,2024-05-14 08:37:00,AGT037
8634,TKT104316,resolved,2024-05-14 10:16:00,AGT037
8635,TKT104317,opened,2024-06-02 13:49:00,AGT073
8636,TKT104317,resolved,2024-06-02 16:14:00,AGT073
8637,TKT104318,opened,2024-03-10 00:34:00,AGT057
