session_id,customer_id,session_start,session_end,device_type,os_version,app_version,location
SESS002497,CUST0470,2024-10-02 00:02:00,2024-10-02 00:17:00,web,16.3,1.2.3,Hat Yai
SESS002498,CUST0470,2024-09-30 15:08:00,2024-09-30 15:19:00,ios,14.1,1.0.0,Phuket
SESS002499,CUST0470,2024-10-15 17:14:00,2024-10-15 17:26:00,ios,12.4,1.0.0,Phuket
SESS002500,CUST0470,2024-08-04 12:03:00,2024-08-04 12:20:00,ios,12.4,1.0.0,Chiang Mai
SESS002501,CUST0107,2024-09-16 07:31:00,2024-09-16 07:43:00,web,13.2,1.0.0,Phuket
SESS002502,CUST0107,2024-12-08 12:15:00,2024-12-08 12:21:00,android,16.3,2.0.1,Hat Yai
SESS002503,CUST0107,2024-11-15 02:59:00,2024-11-15 03:19:00,web,14.1,2.0.1,Bangkok
SESS002504,CUST0107,2024-07-16 08:11:00,2024-07-16 08:16:00,ios,12.4,2.0.1,Khon Kaen
SESS002505,CUST0107,2024-05-04 19:50:00,2024-05-04 20:01:00,web,13.2,2.0.1,Bangkok
SESS002506,CUST0107,2024-05-16 01:59:00,2024-05-16 02:05:00,web,12.4,1.0.0,Hat Yai
SESS002507,CUST0107,2024-07-23 11:22:00,2024-07-23 11:33:00,web,12.4,2.0.1,Khon Kaen
SESS002508,CUST0107,2024-01-16 01:04:00,2024-01-16 01:19:00,ios,13.2,2.0.1,Phuket
SESS002509,CUST0381,2024-12-01 12:43:00,2024-12-01 12:49:00,web,13.2,1.0.0,Hat Yai
SESS002510,CUST0381,2024-11-29 02:46:00,2024-11-29 02:55:00,web,13.2,1.2.3,Hat Yai
SESS002511,CUST0381,2024-05-14 05:40:00,2024-05-14 05:57:00,ios,12.4,1.0.0,Bangkok
SESS002512,CUST0381,2024-08-05 10:26:00,2024-08-05 10:41:00,android,12.4,1.0.0,Khon Kaen
SESS002513,CUST0381,2024-01-27 13:36:00,2024-01-27 13:51:00,android,16.3,1.0.0,Bangkok
SESS002514,CUST0381,2024-09-16 15:57:00,2024-09-16 16:03:00,web,16.3,1.2.3,Phuket
SESS002515,CUST0381,2024-06-10 19:47:00,2024-06-10 20:05:00,ios,16.3,1.0.0,Khon Kaen
SESS002516,CUST0381,2024-07-30 07:12:00,2024-07-30 07:31:00,web,12.4,1.0.0,Chiang Mai
SESS002517,CUST0381,2024-08-18 14:12:00,2024-08-18 14:31:00,web,16.3,1.2.3,Khon Kaen
SESS002518,CUST0381,2024-12-27 03:05:00,2024-12-27 03:17:00,android,14.1,1.0.0,Phuket
SESS002519,CUST0381,2024-08-25 14:59:00,2024-08-25 15:16:00,ios,13.2,1.0.0,Chiang Mai
SESS002520,CUST0381,2024-08-02 13:27:00,2024-08-02 13:34:00,web,12.4,2.0.1,Khon Kaen
SESS002521,CUST0381,2024-11-30 03:25:00,2024-11-30 03:35:00,android,12.4,1.2.3,Khon Kaen
SESS002522,CUST0381,2024-12-14 11:23:00,2024-12-14 11:35:00,web,14.1,2.0.1,Bangkok
SESS002523,CUST00504,2024-04-27 04:20:00,2024-04-27 04:28:00,android,16.3,1.2.3,Chiang Mai
SESS002524,CUST00504,2024-08-01 17:44:00,2024-08-01 17:48:00,web,12.4,1.0.0,Chiang Mai
SESS002525,CUST00504,2024-09-25 02:52:00,2024-09-25 03:08:00,android,16.3,1.0.0,Phuket
SESS002526,CUST00504,2024-10-26 04:13:00,2024-10-26 04:27:00,android,16.3,1.2.3,Chiang Mai
SESS002527,CUST00504,2024-03-25 05:33:00,2024-03-25 05:37:00,ios,13.2,1.2.3,Phuket
SESS002528,CUST00504,2024-11-22 19:39:00,2024-11-22 19:55:00,ios,12.4,1.0.0,Chiang Mai
SESS002529,CUST00504,2024-04-10 13:45:00,2024-04-10 13:58:00,ios,16.3,1.2.3,Phuket
SESS002530,CUST00504,2024-02-07 10:26:00,2024-02-07 10:34:00,android,16.3,1.0.0,Phuket
SESS002531,CUST00504,2024-08-28 16:32:00,2024-08-28 16:39:00,android,16.3,2.0.1,Khon Kaen
SESS002532,CUST00504,2024-04-15 11:45:00,2024-04-15 12:02:00,android,13.2,1.2.3,Chiang Mai
SESS002533,CUST00504,2024-01-24 17:36:00,2024-01-24 17:45:00,ios,12.4,1.2.3,Khon Kaen
SESS002534,CUST00504,2024-10-25 17:39:00,2024-10-25 17:54:00,ios,13.2,2.0.1,Khon Kaen
SESS002535,CUST00504,2024-07-27 08:27:00,2024-07-27 08:45:00,android,13.2,1.0.0,Chiang Mai
SESS002536,CUST0273,2024-11-04 11:34:00,2024-11-04 11:46:00,android,16.3,1.0.0,Bangkok
SESS002537,CUST0273,2024-05-11 17:57:00,2024-05-11 18:10:00,web,14.1,1.2.3,Khon Kaen
SESS002538,CUST0273,2024-03-26 07:40:00,2024-03-26 07:49:00,web,16.3,1.0.0,Bangkok
SESS002539,CUST0273,2024-05-21 17:22:00,2024-05-21 17:36:00,web,14.1,1.0.0,Khon Kaen
SESS002540,CUST0273,2024-02-27 00:28:00,2024-02-27 00:43:00,web,14.1,1.2.3,Chiang Mai
SESS002541,CUST0273,2024-01-04 13:19:00,2024-01-04 13:30:00,web,12.4,2.0.1,Bangkok
SESS002542,CUST0273,2024-05-01 03:52:00,2024-05-01 04:07:00,ios,16.3,2.0.1,Bangkok
SESS002543,CUST0273,2024-01-23 01:58:00,2024-01-23 02:18:00,ios,13.2,2.0.1,Khon Kaen
SESS002544,CUST0273,2024-12-13 08:47:00,2024-12-13 08:50:00,android,14.1,1.2.3,Phuket
SESS002545,CUST0273,2024-01-16 13:17:00,2024-01-16 13:24:00,ios,16.3,1.0.0,Hat Yai
SESS002546,CUST0273,2024-07-25 00:42:00,2024-07-25 00:53:00,android,12.4,2.0.1,Khon Kaen
SESS002547,CUST0273,2024-05-23 07:58:00,2024-05-23 08:03:00,ios,14.1,2.0.1,Khon Kaen
SESS002548,CUST0273,2024-04-05 04:26:00,2024-04-05 04:40:00,web,12.4,2.0.1,Khon Kaen
SESS002549,CUST0273,2024-12-16 06:31:00,2024-12-16 06:45:00,android,14.1,1.0.0,Khon Kaen
SESS002550,CUST0273,2024-10-07 12:46:00,2024-10-07 12:54:00,android,14.1,2.0.1,Khon Kaen
SESS002551,CUST0273,2024-09-15 05:59:00,2024-09-15 06:11:00,android,12.4,1.2.3,Bangkok
SESS002552,CUST0055,2024-12-30 13:22:00,2024-12-30 13:39:00,android,12.4,2.0.1,Bangkok
SESS002553,CUST0055,2024-05-10 03:23:00,2024-05-10 03:37:00,ios,12.4,1.2.3,Bangkok
SESS002554,CUST0055,2024-02-04 16:40:00,2024-02-04 16:42:00,android,16.3,2.0.1,Phuket
SESS002555,CUST0055,2024-09-08 16:03:00,2024-09-08 16:06:00,android,16.3,2.0.1,Khon Kaen
SESS002556,CUST0055,2024-11-18 13:37:00,2024-11-18 13:40:00,android,14.1,1.2.3,Hat Yai
SESS002557,CUST0055,2024-02-09 06:32:00,2024-02-09 06:40:00,web,16.3,2.0.1,Khon Kaen
SESS002558,CUST0055,2024-10-13 19:20:00,2024-10-13 19:23:00,web,16.3,1.2.3,Bangkok
SESS002559,CUST0055,2024-05-18 19:51:00,2024-05-18 19:55:00,android,16.3,1.2.3,Hat Yai
SESS002560,CUST0024,2024-01-10 16:00:00,2024-01-10 16:07:00,android,13.2,1.2.3,Chiang Mai
SESS002561,CUST0024,2024-01-08 10:30:00,2024-01-08 10:42:00,android,13.2,1.0.0,Hat Yai
SESS002562,CUST0024,2024-12-14 05:21:00,2024-12-14 05:38:00,android,12.4,1.2.3,Hat Yai
SESS002563,CUST0024,2024-02-22 15:43:00,2024-02-22 15:47:00,android,14.1,2.0.1,Khon Kaen
SESS002564,CUST0024,2024-05-24 07:24:00,2024-05-24 07:37:00,web,16.3,2.0.1,Hat Yai
SESS002565,CUST0024,2024-04-28 17:04:00,2024-04-28 17:23:00,web,16.3,1.0.0,Hat Yai
SESS002566,CUST0024,2024-03-14 08:44:00,2024-03-14 09:04:00,android,13.2,2.0.1,Bangkok
SESS002567,CUST0024,2024-07-24 16:38:00,2024-07-24 16:44:00,ios,14.1,1.0.0,Chiang Mai
SESS002568,CUST0024,2024-03-09 16:01:00,2024-03-09 16:18:00,android,16.3,1.2.3,Hat Yai
SESS002569,CUST0024,2024-03-25 00:17:00,2024-03-25 00:26:00,web,16.3,2.0.1,Khon Kaen
SESS002570,CUST0344,2024-06-19 04:18:00,2024-06-19 04:28:00,web,13.2,1.2.3,Hat Yai
SESS002571,CUST0344,2024-04-22 12:56:00,2024-04-22 13:15:00,ios,13.2,2.0.1,Chiang Mai
SESS002572,CUST0344,2024-04-21 09:30:00,2024-04-21 09:50:00,web,12.4,2.0.1,Phuket
SESS002573,CUST0344,2024-03-23 06:17:00,2024-03-23 06:35:00,ios,12.4,1.0.0,Phuket
SESS002574,CUST0344,2024-11-11 01:08:00,2024-11-11 01:19:00,android,13.2,1.0.0,Khon Kaen
SESS002575,CUST0344,2024-02-19 05:20:00,2024-02-19 05:27:00,web,12.4,2.0.1,Chiang Mai
SESS002576,CUST0344,2024-01-03 09:31:00,2024-01-03 09:36:00,web,16.3,2.0.1,Chiang Mai
SESS002577,CUST0344,2024-02-12 00:07:00,2024-02-12 00:09:00,ios,16.3,2.0.1,Hat Yai
SESS002578,CUST0344,2024-02-16 19:45:00,2024-02-16 20:03:00,web,13.2,1.2.3,Phuket
SESS002579,CUST0344,2024-12-10 01:13:00,2024-12-10 01:30:00,ios,12.4,1.2.3,Bangkok
SESS002580,CUST0344,2024-02-03 08:23:00,2024-02-03 08:42:00,ios,16.3,2.0.1,Phuket
SESS002581,CUST0344,2024-05-28 13:23:00,2024-05-28 13:25:00,ios,13.2,2.0.1,Hat Yai
SESS002582,CUST0344,2024-05-10 14:03:00,2024-05-10 14:15:00,android,16.3,1.0.0,Chiang Mai
SESS002583,CUST0344,2024-11-18 12:41:00,2024-11-18 12:52:00,web,13.2,1.0.0,Phuket
SESS002584,CUST0421,2024-04-14 08:07:00,2024-04-14 08:26:00,ios,16.3,2.0.1,Bangkok
SESS002585,CUST0421,2024-07-17 19:15:00,2024-07-17 19:27:00,web,14.1,1.2.3,Phuket
SESS002586,CUST0421,2024-01-01 16:34:00,2024-01-01 16:37:00,ios,16.3,2.0.1,Hat Yai
SESS002587,CUST0421,2024-11-22 17:09:00,2024-11-22 17:16:00,web,13.2,2.0.1,Chiang Mai
SESS002588,CUST0421,2024-05-21 10:08:00,2024-05-21 10:23:00,android,16.3,2.0.1,Chiang Mai
SESS002589,CUST0421,2024-07-05 00:15:00,2024-07-05 00:21:00,ios,13.2,2.0.1,Bangkok
SESS002590,CUST0421,2024-01-24 17:58:00,2024-01-24 18:03:00,ios,14.1,2.0.1,Khon Kaen
SESS002591,CUST0421,2024-08-30 04:54:00,2024-08-30 05:08:00,android,16.3,1.0.0,Phuket
SESS002592,CUST0421,2024-08-22 16:52:00,2024-08-22 16:59:00,ios,12.4,1.2.3,Khon Kaen
SESS002593,CUST0421,2024-04-02 16:43:00,2024-04-02 16:56:00,android,14.1,2.0.1,Khon Kaen
SESS002594,CUST0421,2024-12-14 08:10:00,2024-12-14 08:20:00,ios,16.3,2.0.1,Phuket
SESS002595,CUST0421,2024-06-20 10:52:00,2024-06-20 10:58:00,web,14.1,2.0.1,Phuket
SESS002596,CUST0421,2024-02-08 07:30:00,2024-02-08 07:42:00,android,16.3,2.0.1,Hat Yai
SESS002597,CUST0493,2024-02-23 17:31:00,2024-02-23 17:38:00,ios,12.4,1.0.0,Bangkok
SESS002598,CUST0493,2024-12-10 15:15:00,2024-12-10 15:28:00,android,13.2,1.2.3,Bangkok
SESS002599,CUST0493,2024-09-22 11:47:00,2024-09-22 11:54:00,web,13.2,1.0.0,Khon Kaen
SESS002600,CUST0493,2024-11-28 17:52:00,2024-11-28 18:03:00,ios,14.1,2.0.1,Chiang Mai
SESS002601,CUST0493,2024-06-11 01:09:00,2024-06-11 01:29:00,web,12.4,1.0.0,Khon Kaen
SESS002602,CUST0493,2024-10-30 08:09:00,2024-10-30 08:16:00,web,16.3,1.0.0,Phuket
SESS002603,CUST0493,2024-04-04 03:40:00,2024-04-04 03:59:00,android,16.3,1.2.3,Khon Kaen
SESS002604,CUST0020,2024-02-02 03:44:00,2024-02-02 04:01:00,android,12.4,2.0.1,Hat Yai
SESS002605,CUST0020,2024-01-01 02:56:00,2024-01-01 03:10:00,ios,13.2,1.2.3,Phuket
SESS002606,CUST0020,2024-11-19 07:07:00,2024-11-19 07:18:00,ios,13.2,1.0.0,Phuket
SESS002607,CUST0020,2024-01-24 14:15:00,2024-01-24 14:28:00,android,14.1,1.2.3,Phuket
SESS002608,CUST0020,2024-08-19 17:37:00,2024-08-19 17:52:00,android,12.4,2.0.1,Phuket
SESS002609,CUST0020,2024-02-01 12:27:00,2024-02-01 12:30:00,web,16.3,2.0.1,Chiang Mai
SESS002610,CUST0020,2024-07-23 03:20:00,2024-07-23 03:24:00,web,16.3,1.0.0,Chiang Mai
SESS002611,CUST0020,2024-04-08 10:29:00,2024-04-08 10:34:00,android,14.1,1.2.3,Phuket
SESS002612,CUST0020,2024-02-26 19:57:00,2024-02-26 19:59:00,android,12.4,1.0.0,Phuket
SESS002613,CUST0020,2024-03-28 04:49:00,2024-03-28 05:05:00,web,12.4,2.0.1,Hat Yai
SESS002614,CUST0020,2024-11-29 17:52:00,2024-11-29 18:06:00,ios,14.1,1.2.3,Chiang Mai
SESS002615,CUST0020,2024-02-21 08:58:00,2024-02-21 09:06:00,web,13.2,2.0.1,Bangkok
SESS002616,CUST0020,2024-02-16 07:13:00,2024-02-16 07:19:00,web,16.3,2.0.1,Chiang Mai
SESS002617,CUST0020,2024-10-03 14:08:00,2024-10-03 14:16:00,web,13.2,1.2.3,Hat Yai
SESS002618,CUST0020,2024-04-30 06:06:00,2024-04-30 06:24:00,ios,13.2,1.2.3,Phuket
SESS002619,CUST0451,2024-02-22 16:59:00,2024-02-22 17:10:00,web,13.2,1.2.3,Hat Yai
SESS002620,CUST0451,2024-12-20 03:45:00,2024-12-20 03:58:00,ios,13.2,1.0.0,Bangkok
SESS002621,CUST0451,2024-04-15 18:57:00,2024-04-15 18:59:00,web,13.2,1.2.3,Hat Yai
SESS002622,CUST0451,2024-12-16 17:19:00,2024-12-16 17:30:00,android,13.2,2.0.1,Hat Yai
SESS002623,CUST0451,2024-05-02 16:18:00,2024-05-02 16:32:00,android,13.2,2.0.1,Hat Yai
SESS002624,CUST0451,2024-09-08 06:22:00,2024-09-08 06:37:00,android,13.2,2.0.1,Chiang Mai
SESS002625,CUST0451,2024-01-17 15:20:00,2024-01-17 15:30:00,ios,13.2,1.2.3,Chiang Mai
SESS002626,CUST0451,2024-03-17 11:12:00,2024-03-17 11:24:00,android,16.3,1.2.3,Chiang Mai
SESS002627,CUST0451,2024-09-08 06:26:00,2024-09-08 06:39:00,ios,14.1,2.0.1,Khon Kaen
SESS002628,CUST0451,2024-01-13 10:19:00,2024-01-13 10:22:00,ios,14.1,2.0.1,Khon Kaen
SESS002629,CUST0451,2024-08-17 19:59:00,2024-08-17 20:08:00,web,13.2,2.0.1,Bangkok
SESS002630,CUST0451,2024-12-29 08:57:00,2024-12-29 09:02:00,android,13.2,1.0.0,Chiang Mai
SESS002631,CUST0451,2024-04-04 05:36:00,2024-04-04 05:49:00,ios,13.2,1.0.0,Phuket
SESS002632,CUST0451,2024-03-16 03:48:00,2024-03-16 03:51:00,ios,13.2,2.0.1,Phuket
SESS002633,CUST0451,2024-02-26 18:42:00,2024-02-26 19:00:00,web,12.4,2.0.1,Khon Kaen
SESS002634,CUST0451,2024-01-07 15:26:00,2024-01-07 15:30:00,ios,16.3,1.0.0,Phuket
SESS002635,CUST0451,2024-01-27 12:32:00,2024-01-27 12:44:00,ios,12.4,1.2.3,Bangkok
SESS002636,CUST0451,2024-10-10 09:17:00,2024-10-10 09:30:00,android,16.3,1.2.3,Khon Kaen
SESS002637,CUST0451,2024-04-07 16:02:00,2024-04-07 16:20:00,ios,12.4,1.2.3,Phuket
SESS002638,CUST0350,2024-02-21 16:54:00,2024-02-21 17:12:00,android,14.1,1.2.3,Chiang Mai
SESS002639,CUST0350,2024-06-14 18:51:00,2024-06-14 19:03:00,ios,12.4,1.0.0,Bangkok
SESS002640,CUST0350,2024-05-13 00:36:00,2024-05-13 00:49:00,android,14.1,2.0.1,Khon Kaen
SESS002641,CUST0350,2024-03-17 05:02:00,2024-03-17 05:15:00,android,14.1,2.0.1,Khon Kaen
SESS002642,CUST0350,2024-09-22 10:43:00,2024-09-22 10:57:00,ios,14.1,1.0.0,Khon Kaen
SESS002643,CUST0350,2024-06-27 12:18:00,2024-06-27 12:35:00,web,13.2,1.2.3,Khon Kaen
SESS002644,CUST0350,2024-11-14 00:05:00,2024-11-14 00:19:00,web,13.2,1.2.3,Bangkok
SESS002645,CUST0350,2024-01-11 00:39:00,2024-01-11 00:51:00,android,14.1,1.0.0,Phuket
SESS002646,CUST0350,2024-12-22 04:43:00,2024-12-22 04:59:00,android,14.1,1.0.0,Phuket
SESS002647,CUST0350,2024-09-23 16:40:00,2024-09-23 16:42:00,web,13.2,1.2.3,Bangkok
SESS002648,CUST0350,2024-06-04 12:03:00,2024-06-04 12:18:00,web,12.4,1.0.0,Bangkok
SESS002649,CUST0350,2024-08-10 17:43:00,2024-08-10 17:47:00,android,12.4,1.2.3,Hat Yai
SESS002650,CUST0350,2024-03-01 16:26:00,2024-03-01 16:34:00,ios,16.3,2.0.1,Hat Yai
SESS002651,CUST0350,2024-02-02 16:09:00,2024-02-02 16:25:00,android,14.1,2.0.1,Chiang Mai
SESS002652,CUST0350,2024-06-18 17:54:00,2024-06-18 17:59:00,web,16.3,1.2.3,Hat Yai
SESS002653,CUST0350,2024-07-23 12:04:00,2024-07-23 12:18:00,web,12.4,2.0.1,Bangkok
SESS002654,CUST0036,2024-05-08 01:08:00,2024-05-08 01:24:00,android,16.3,1.2.3,Khon Kaen
SESS002655,CUST0036,2024-04-26 19:50:00,2024-04-26 20:06:00,web,13.2,1.2.3,Phuket
SESS002656,CUST0036,2024-09-19 02:26:00,2024-09-19 02:33:00,web,14.1,2.0.1,Hat Yai
SESS002657,CUST0036,2024-04-17 08:25:00,2024-04-17 08:30:00,web,13.2,1.2.3,Chiang Mai
SESS002658,CUST0036,2024-01-07 16:19:00,2024-01-07 16:24:00,web,16.3,1.2.3,Chiang Mai
SESS002659,CUST0036,2024-12-21 00:17:00,2024-12-21 00:31:00,android,12.4,1.2.3,Khon Kaen
SESS002660,CUST0036,2024-11-29 01:01:00,2024-11-29 01:09:00,ios,13.2,1.2.3,Phuket
SESS002661,CUST0094,2024-12-06 04:34:00,2024-12-06 04:50:00,android,16.3,2.0.1,Bangkok
SESS002662,CUST0094,2024-04-17 10:24:00,2024-04-17 10:44:00,web,16.3,1.2.3,Phuket
SESS002663,CUST0094,2024-09-27 01:58:00,2024-09-27 02:12:00,ios,14.1,2.0.1,Phuket
SESS002664,CUST0094,2024-06-05 00:30:00,2024-06-05 00:41:00,ios,13.2,1.2.3,Hat Yai
SESS002665,CUST0094,2024-08-23 12:36:00,2024-08-23 12:49:00,android,13.2,2.0.1,Khon Kaen
SESS002666,CUST0094,2024-06-04 16:46:00,2024-06-04 16:58:00,android,12.4,2.0.1,Hat Yai
SESS002667,CUST0094,2024-11-10 06:11:00,2024-11-10 06:15:00,ios,13.2,1.0.0,Bangkok
SESS002668,CUST0094,2024-07-26 04:05:00,2024-07-26 04:12:00,android,12.4,2.0.1,Hat Yai
SESS002669,CUST0094,2024-01-24 05:04:00,2024-01-24 05:21:00,android,16.3,2.0.1,Bangkok
SESS002670,CUST0094,2024-01-07 08:02:00,2024-01-07 08:21:00,web,13.2,1.0.0,Chiang Mai
SESS002671,CUST0094,2024-01-25 14:47:00,2024-01-25 15:01:00,ios,16.3,1.2.3,Khon Kaen
SESS002672,CUST0094,2024-07-06 12:38:00,2024-07-06 12:50:00,web,16.3,2.0.1,Phuket
SESS002673,CUST0094,2024-09-16 00:29:00,2024-09-16 00:38:00,web,12.4,1.2.3,Hat Yai
SESS002674,CUST0094,2024-09-25 00:19:00,2024-09-25 00:28:00,android,14.1,2.0.1,Khon Kaen
SESS002675,CUST0094,2024-12-08 03:23:00,2024-12-08 03:40:00,web,13.2,2.0.1,Hat Yai
SESS002676,CUST0094,2024-05-09 11:39:00,2024-05-09 11:42:00,ios,13.2,1.2.3,Bangkok
SESS002677,CUST0094,2024-10-06 07:39:00,2024-10-06 07:50:00,web,16.3,2.0.1,Khon Kaen
SESS002678,CUST0094,2024-05-16 07:04:00,2024-05-16 07:19:00,android,16.3,1.0.0,Bangkok
SESS002679,CUST0359,2024-05-12 18:09:00,2024-05-12 18:19:00,web,16.3,2.0.1,Phuket
SESS002680,CUST0359,2024-08-17 19:36:00,2024-08-17 19:49:00,web,12.4,1.0.0,Khon Kaen
SESS002681,CUST0359,2024-04-28 14:27:00,2024-04-28 14:46:00,web,12.4,1.2.3,Chiang Mai
SESS002682,CUST0359,2024-09-05 04:57:00,2024-09-05 05:04:00,ios,13.2,1.2.3,Hat Yai
SESS002683,CUST0359,2024-08-27 09:28:00,2024-08-27 09:37:00,web,16.3,1.2.3,Chiang Mai
SESS002684,CUST0359,2024-10-26 07:43:00,2024-10-26 07:55:00,web,12.4,1.2.3,Bangkok
SESS002685,CUST0359,2024-01-05 00:13:00,2024-01-05 00:22:00,ios,14.1,1.2.3,Khon Kaen
SESS002686,CUST0134,2024-07-19 15:03:00,2024-07-19 15:22:00,android,14.1,1.0.0,Bangkok
SESS002687,CUST0134,2024-05-20 14:24:00,2024-05-20 14:38:00,web,13.2,1.2.3,Khon Kaen
SESS002688,CUST0134,2024-04-06 09:04:00,2024-04-06 09:16:00,android,14.1,1.0.0,Chiang Mai
SESS002689,CUST0134,2024-02-06 07:28:00,2024-02-06 07:34:00,web,13.2,1.2.3,Hat Yai
SESS002690,CUST0134,2024-06-20 09:08:00,2024-06-20 09:18:00,ios,13.2,1.2.3,Hat Yai
SESS002691,CUST0134,2024-05-22 19:33:00,2024-05-22 19:37:00,android,12.4,1.0.0,Hat Yai
SESS002692,CUST0134,2024-03-18 11:12:00,2024-03-18 11:28:00,android,13.2,1.2.3,Chiang Mai
SESS002693,CUST0134,2024-03-08 12:52:00,2024-03-08 12:56:00,android,12.4,1.0.0,Hat Yai
SESS002694,CUST0134,2024-03-21 17:14:00,2024-03-21 17:28:00,web,16.3,2.0.1,Hat Yai
SESS002695,CUST0134,2024-10-07 15:53:00,2024-10-07 16:05:00,ios,16.3,1.0.0,Phuket
SESS002696,CUST0134,2024-09-12 07:40:00,2024-09-12 07:58:00,android,12.4,2.0.1,Bangkok
SESS002697,CUST0134,2024-12-28 18:41:00,2024-12-28 18:55:00,web,12.4,1.2.3,Phuket
SESS002698,CUST0134,2024-08-03 02:28:00,2024-08-03 02:45:00,web,16.3,1.2.3,Khon Kaen
SESS002699,CUST0161,2024-03-23 14:21:00,2024-03-23 14:34:00,android,12.4,2.0.1,Phuket
SESS002700,CUST0161,2024-07-30 05:31:00,2024-07-30 05:47:00,web,14.1,2.0.1,Bangkok
SESS002701,CUST0161,2024-03-27 19:52:00,2024-03-27 20:03:00,web,14.1,1.0.0,Phuket
SESS002702,CUST0161,2024-03-12 10:55:00,2024-03-12 11:15:00,android,14.1,1.2.3,Chiang Mai
SESS002703,CUST0161,2024-03-27 08:28:00,2024-03-27 08:42:00,ios,14.1,1.0.0,Bangkok
SESS002704,CUST0161,2024-01-24 08:12:00,2024-01-24 08:20:00,android,12.4,1.2.3,Hat Yai
SESS002705,CUST0161,2024-04-22 02:50:00,2024-04-22 02:55:00,ios,16.3,1.2.3,Khon Kaen
SESS002706,CUST0161,2024-02-16 15:28:00,2024-02-16 15:45:00,ios,14.1,1.0.0,Phuket
SESS002707,CUST0161,2024-03-25 01:41:00,2024-03-25 01:54:00,web,16.3,1.2.3,Khon Kaen
SESS002708,CUST0161,2024-09-02 03:29:00,2024-09-02 03:31:00,web,13.2,1.2.3,Khon Kaen
SESS002709,CUST0161,2024-03-08 18:20:00,2024-03-08 18:36:00,android,13.2,1.2.3,Bangkok
SESS002710,CUST0161,2024-05-29 01:18:00,2024-05-29 01:20:00,web,12.4,2.0.1,Chiang Mai
SESS002711,CUST0161,2024-12-09 11:52:00,2024-12-09 12:02:00,ios,14.1,2.0.1,Hat Yai
SESS002712,CUST0161,2024-02-01 10:17:00,2024-02-01 10:22:00,web,16.3,2.0.1,Phuket
SESS002713,CUST0161,2024-10-05 02:38:00,2024-10-05 02:52:00,android,14.1,1.2.3,Khon Kaen
SESS002714,CUST0161,2024-03-08 14:22:00,2024-03-08 14:41:00,web,12.4,2.0.1,Bangkok
SESS002715,CUST0161,2024-05-13 19:59:00,2024-05-13 20:04:00,web,16.3,2.0.1,Hat Yai
SESS002716,CUST0161,2024-11-08 19:31:00,2024-11-08 19:41:00,web,16.3,2.0.1,Phuket
SESS002717,CUST0161,2024-02-27 13:39:00,2024-02-27 13:59:00,ios,14.1,1.2.3,Hat Yai
SESS002718,CUST0161,2024-06-23 00:26:00,2024-06-23 00:33:00,android,12.4,1.2.3,Bangkok
SESS002719,CUST00506,2024-12-20 08:15:00,2024-12-20 08:18:00,android,13.2,1.0.0,Hat Yai
SESS002720,CUST00506,2024-07-01 15:50:00,2024-07-01 15:54:00,web,16.3,1.0.0,Hat Yai
SESS002721,CUST00506,2024-02-24 04:37:00,2024-02-24 04:41:00,android,13.2,1.2.3,Chiang Mai
SESS002722,CUST00506,2024-11-13 12:08:00,2024-11-13 12:13:00,web,13.2,1.2.3,Phuket
SESS002723,CUST00506,2024-02-23 17:40:00,2024-02-23 17:43:00,android,13.2,1.2.3,Bangkok
SESS002724,CUST00506,2024-04-22 09:20:00,2024-04-22 09:27:00,web,13.2,2.0.1,Phuket
SESS002725,CUST00506,2024-12-14 15:49:00,2024-12-14 15:57:00,web,16.3,1.2.3,Hat Yai
SESS002726,CUST00506,2024-09-01 01:40:00,2024-09-01 01:44:00,ios,13.2,2.0.1,Bangkok
SESS002727,CUST00506,2024-08-06 19:23:00,2024-08-06 19:43:00,android,14.1,2.0.1,Khon Kaen
SESS002728,CUST00506,2024-04-03 17:02:00,2024-04-03 17:21:00,android,12.4,1.2.3,Chiang Mai
SESS002729,CUST00506,2024-01-24 09:34:00,2024-01-24 09:47:00,ios,12.4,1.2.3,Hat Yai
SESS002730,CUST00506,2024-10-28 10:36:00,2024-10-28 10:43:00,web,13.2,1.0.0,Chiang Mai
SESS002731,CUST00506,2024-03-12 10:53:00,2024-03-12 11:12:00,android,14.1,2.0.1,Khon Kaen
SESS002732,CUST00506,2024-08-01 14:13:00,2024-08-01 14:19:00,ios,14.1,1.2.3,Chiang Mai
SESS002733,CUST00506,2024-03-22 02:23:00,2024-03-22 02:35:00,android,12.4,2.0.1,Chiang Mai
SESS002734,CUST00506,2024-05-28 16:19:00,2024-05-28 16:33:00,android,16.3,2.0.1,Hat Yai
SESS002735,CUST00506,2024-08-15 18:47:00,2024-08-15 18:57:00,ios,12.4,1.0.0,Khon Kaen
SESS002736,CUST00506,2024-12-24 00:53:00,2024-12-24 01:00:00,ios,14.1,2.0.1,Hat Yai
SESS002737,CUST0322,2024-08-22 08:50:00,2024-08-22 08:55:00,web,12.4,2.0.1,Bangkok
SESS002738,CUST0322,2024-06-30 14:12:00,2024-06-30 14:22:00,ios,13.2,1.0.0,Khon Kaen
SESS002739,CUST0322,2024-07-07 16:47:00,2024-07-07 16:52:00,web,16.3,1.2.3,Khon Kaen
SESS002740,CUST0322,2024-07-24 13:37:00,2024-07-24 13:52:00,web,12.4,2.0.1,Chiang Mai
